Id,Label,Domain,Phylum,Class,Order,Family,Genus,OTU.rep,Name
619,OTU619,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SUP05 cluster,,GQ350128.1.1378,f_SUP05 cluster
552,OTU552,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ674579.1.1521,f_SAR406 clade(Marine group A)
642,OTU642,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ672861.1.1522,f_SAR406 clade(Marine group A)
271,OTU271,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,EU803064.1.1484,f_SAR86 clade
294,OTU294,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS4 marine group,EF574626.1.1492,g_NS4 marine group
899,OTU899,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Fluviicola,AACY020544257.531.2038,g_Fluviicola
393,OTU393,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,EU802670.1.1499,f_SAR86 clade
287,OTU287,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS4 marine group,EF574788.1.1492,g_NS4 marine group
810,OTU810,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS4 marine group,AACY020329935.165.1672,g_NS4 marine group
263,OTU263,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,EU803169.1.1499,f_SAR86 clade
515,OTU515,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marinoscillum,EF573194.1.1484,g_Marinoscillum
349,OTU349,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,EF572123.1.1446,g_uncultured
238,OTU238,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,AEGEAN-169 marine group,KC002117.1.1316,g_AEGEAN-169 marine group
908,OTU908,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,NS7 marine group,EF574837.1.1497,g_NS7 marine group
350,OTU350,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,EU802831.1.1482,f_SAR86 clade
497,OTU497,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marinoscillum,EF573122.1.1485,g_Marinoscillum
746,OTU746,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS5 marine group,FQ032826.22493.24014,g_NS5 marine group
265,OTU265,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,EU802302.1.1503,o_SAR324 clade(Marine group B)
360,OTU360,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,EU802901.1.1499,f_SAR86 clade
188,OTU188,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU802434.1.1365,o_SAR11 clade
205,OTU205,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,GU061948.1.1441,f_Surface 1
208,OTU208,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU802983.1.1388,f_Surface 1
503,OTU503,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,OCS155 marine group,,FJ745259.1.1364,f_OCS155 marine group
565,OTU565,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,OCS155 marine group,,FJ745081.1.1358,f_OCS155 marine group
165,OTU165,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,GU234848.1.1327,f_Surface 1
716,OTU716,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,NS9 marine group,,EF572198.1.1478,f_NS9 marine group
726,OTU726,Bacteria,Proteobacteria,Betaproteobacteria,Hydrogenophilales,Hydrogenophilaceae,Thiobacillus,EU800621.1.1499,g_Thiobacillus
98,OTU98,Bacteria,Cyanobacteria,Chloroplast,,,,HQ671891.1.1439,c_Chloroplast
58,OTU58,Archaea,Thaumarchaeota,Marine Group I,,,,GU234305.1.1334,c_Marine Group I
87,OTU87,Archaea,Thaumarchaeota,Marine Group I,,,,AB193965.1.1440,c_Marine Group I
121,OTU121,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,EU686640.25381.26914,f_SAR86 clade
142,OTU142,Archaea,Thaumarchaeota,Marine Group I,,,,AB461943.1.1310,c_Marine Group I
222,OTU222,Archaea,Thaumarchaeota,Marine Group I,,,,AB194003.1.1440,c_Marine Group I
193,OTU193,Archaea,Thaumarchaeota,Marine Group I,,,,JQ220558.1.915,c_Marine Group I
190,OTU190,Archaea,Thaumarchaeota,Marine Group I,,,,AJXC01000443.5756.7214,c_Marine Group I
264,OTU264,Archaea,Thaumarchaeota,Marine Group I,,,,JQ221732.1.914,c_Marine Group I
247,OTU247,Archaea,Thaumarchaeota,Marine Group I,,,,FJ150822.1.1353,c_Marine Group I
212,OTU212,Archaea,Thaumarchaeota,Marine Group I,,,,FJ150819.1.1297,c_Marine Group I
234,OTU234,Archaea,Thaumarchaeota,Marine Group I,,,,FJ150824.1.1353,c_Marine Group I
211,OTU211,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,EU686643.5839.7313,f_Marine Group II
541,OTU541,Archaea,Thaumarchaeota,Marine Group I,,,,JQ222055.1.909,c_Marine Group I
543,OTU543,Archaea,Thaumarchaeota,Marine Group I,,,,JQ220924.1.916,c_Marine Group I
635,OTU635,Archaea,Thaumarchaeota,Marine Group I,,,,AB193958.1.1441,c_Marine Group I
585,OTU585,Archaea,Thaumarchaeota,Marine Group I,,,,JQ221717.1.914,c_Marine Group I
718,OTU718,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,ZD0405,,HQ672840.1.1446,f_ZD0405
333,OTU333,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Leeuwenhoekiella,AANC01000011.208.1734,g_Leeuwenhoekiella
732,OTU732,Archaea,Thaumarchaeota,Marine Group I,,,,JQ222467.1.914,c_Marine Group I
804,OTU804,Archaea,Thaumarchaeota,Marine Group I,,,,JQ222294.1.913,c_Marine Group I
560,OTU560,Archaea,Thaumarchaeota,Marine Group I,,,,AB193999.1.1440,c_Marine Group I
553,OTU553,Archaea,Thaumarchaeota,Marine Group I,,,,EU686615.30301.31771,c_Marine Group I
526,OTU526,Archaea,Thaumarchaeota,Marine Group I,,,,GU234599.1.1319,c_Marine Group I
447,OTU447,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ672746.1.1512,f_SAR406 clade(Marine group A)
926,OTU926,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Nitrospinaceae,Nitrospina,GQ351233.1.1485,g_Nitrospina
989,OTU989,Archaea,Thaumarchaeota,Marine Group I,,,,EF597695.1.942,c_Marine Group I
884,OTU884,Archaea,Thaumarchaeota,Marine Group I,,,,AY627439.1.1193,c_Marine Group I
929,OTU929,Archaea,Thaumarchaeota,Marine Group I,,,,HM103738.1.947,c_Marine Group I
1168,OTU1168,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,NS9 marine group,,HQ673682.1.1487,f_NS9 marine group
628,OTU628,Archaea,Thaumarchaeota,Marine Group I,,,,FJ150820.1.1353,c_Marine Group I
372,OTU372,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ674329.1.1524,f_SAR406 clade(Marine group A)
956,OTU956,Archaea,Thaumarchaeota,Marine Group I,,,,AB193988.1.1441,c_Marine Group I
596,OTU596,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,GQ375276.1.1509,f_SAR406 clade(Marine group A)
696,OTU696,Archaea,Thaumarchaeota,Marine Group I,,,,AF121987.1.935,c_Marine Group I
787,OTU787,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Sva0996 marine group,,HQ673808.1.1478,f_Sva0996 marine group
1208,OTU1208,Archaea,Thaumarchaeota,Marine Group I,,,,JQ220648.1.914,c_Marine Group I
750,OTU750,Archaea,Thaumarchaeota,Marine Group I,,,,FJ150810.1.1353,c_Marine Group I
1019,OTU1019,Archaea,Thaumarchaeota,Marine Group I,,,,JQ221251.1.914,c_Marine Group I
1209,OTU1209,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,JL-ETNP-Y6,,AY726938.1.1253,f_JL-ETNP-Y6
1617,OTU1617,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,JL-ETNP-Y6,,HQ672684.1.1504,f_JL-ETNP-Y6
1172,OTU1172,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,ZD0405,,HQ673602.1.1482,f_ZD0405
986,OTU986,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Sva0996 marine group,,HQ674102.1.1479,f_Sva0996 marine group
1462,OTU1462,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Pseudospirillum,HQ672823.1.1517,g_Pseudospirillum
1082,OTU1082,Archaea,Thaumarchaeota,Marine Group I,,,,JQ221803.1.914,c_Marine Group I
736,OTU736,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,NS9 marine group,,GU940873.1.1401,f_NS9 marine group
266,OTU266,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,EU802606.1.1200,f_SAR406 clade(Marine group A)
729,OTU729,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Roseibacillus,GU062019.1.1504,g_Roseibacillus
401,OTU401,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,JQ062671.1.1498,f_SAR86 clade
438,OTU438,Bacteria,Proteobacteria,Gammaproteobacteria,Order Incertae Sedis,Family Incertae Sedis,Marinicella,EF572504.1.1492,g_Marinicella
981,OTU981,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,EU802936.1.1504,g_Idiomarina
1515,OTU1515,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,AM945668.1.1328,g_Halomonas
1652,OTU1652,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,FJ444989.1.1450,g_Halomonas
1096,OTU1096,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,AB735546.1.1462,g_Salinisphaera
757,OTU757,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,EF061436.1.1445,g_Alteromonas
798,OTU798,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,GQ377787.1.1230,g_Alteromonas
348,OTU348,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,JN233016.1.1438,o_SAR324 clade(Marine group B)
514,OTU514,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Zunongwangia,CP001650.759240.760762,g_Zunongwangia
1043,OTU1043,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,AY663974.1.1239,g_Alteromonas
1273,OTU1273,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,EF061418.1.1459,g_Alteromonas
494,OTU494,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ674163.1.1495,o_SAR324 clade(Marine group B)
1282,OTU1282,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,EF061414.1.1410,g_Alteromonas
1015,OTU1015,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,ZD0417 marine group,EU795202.6061.7596,g_ZD0417 marine group
704,OTU704,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A clade,,,DQ513029.1.1499,o_KI89A clade
690,OTU690,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ672405.1.1502,f_SAR406 clade(Marine group A)
2792,OTU2792,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,GU001892.1.1497,g_Halomonas
1039,OTU1039,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Cobetia,JQ218646.1.1493,g_Cobetia
398,OTU398,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,JL-ETNP-Y6,,HQ673461.1.1475,f_JL-ETNP-Y6
1214,OTU1214,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,JL-ETNP-Y6,,HQ673284.1.1501,f_JL-ETNP-Y6
458,OTU458,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,JL-ETNP-Y6,,HQ673606.1.1474,f_JL-ETNP-Y6
2186,OTU2186,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,AJ440215.1.1556,g_Idiomarina
1086,OTU1086,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Cobetia,AY628694.1.1536,g_Cobetia
577,OTU577,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,EF574718.1.1497,g_Alteromonas
1111,OTU1111,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Salinimonas,AM941171.1.1407,g_Salinimonas
828,OTU828,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,HM057641.1.1455,g_Synechococcus
378,OTU378,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A clade,,,EF572288.1.1498,o_KI89A clade
341,OTU341,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,,EU802924.1.1499,f_SAR86 clade
842,OTU842,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,NS9 marine group,,FQ032823.12062.13572,f_NS9 marine group
1573,OTU1573,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,uncultured,EF572378.1.1516,g_uncultured
910,OTU910,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,DEV007,,DQ395548.1.1542,f_DEV007
305,OTU305,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marinoscillum,AACY020552977.734.2233,g_Marinoscillum
954,OTU954,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,AACY020147130.655.2082,f_Marine Group II
317,OTU317,Bacteria,Cyanobacteria,Chloroplast,,,,HQ672023.1.1447,c_Chloroplast
1125,OTU1125,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,AACY020187844.576.1995,f_Marine Group II
614,OTU614,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,JQ226349.1.1312,f_Marine Group II
680,OTU680,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,GQ337287.1.1463,o_SAR324 clade(Marine group B)
432,OTU432,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ673228.1.1451,o_SAR324 clade(Marine group B)
451,OTU451,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ673882.1.1474,o_SAR324 clade(Marine group B)
495,OTU495,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU803003.1.1436,o_SAR11 clade
1173,OTU1173,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,JL-ETNP-Y6,,HQ672488.1.1492,f_JL-ETNP-Y6
760,OTU760,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ673662.1.1479,o_SAR324 clade(Marine group B)
1091,OTU1091,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,JL-ETNP-Y6,,HQ673649.1.1502,f_JL-ETNP-Y6
428,OTU428,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ672002.1.1448,o_SAR324 clade(Marine group B)
814,OTU814,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,JL-ETNP-Y6,,HQ673975.1.1471,f_JL-ETNP-Y6
156,OTU156,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU802532.1.1252,f_Surface 1
607,OTU607,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ674105.1.1523,f_SAR406 clade(Marine group A)
1445,OTU1445,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,JN166345.1.1477,o_SAR324 clade(Marine group B)
796,OTU796,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ674035.1.1522,f_SAR406 clade(Marine group A)
783,OTU783,Bacteria,Gemmatimonadetes,Gemmatimonadetes,BD2-11 terrestrial group,,,HQ674222.1.1525,o_BD2-11 terrestrial group
955,OTU955,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,GQ351150.1.1514,f_SAR406 clade(Marine group A)
765,OTU765,Bacteria,Proteobacteria,Gammaproteobacteria,E01-9C-26 marine group,,,HQ673627.1.1507,o_E01-9C-26 marine group
801,OTU801,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Marine Group II,,GU553801.1.1400,f_Marine Group II
944,OTU944,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ673691.1.1522,f_SAR406 clade(Marine group A)
252,OTU252,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus,EU802656.1.1455,g_Prochlorococcus
1287,OTU1287,Bacteria,Chloroflexi,SAR202 clade,,,,AY534100.1.1466,c_SAR202 clade
366,OTU366,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 2,,GU940994.1.1354,f_Surface 2
1253,OTU1253,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Sufflavibacter,EU880515.1.1503,g_Sufflavibacter
416,OTU416,Bacteria,Chloroflexi,SAR202 clade,,,,HQ672805.1.1482,c_SAR202 clade
1501,OTU1501,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Sufflavibacter,DQ396134.1.1533,g_Sufflavibacter
632,OTU632,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,DQ396007.1.1499,g_Halomonas
998,OTU998,Archaea,Thaumarchaeota,Marine Group I,,,,AB193984.1.1441,c_Marine Group I
753,OTU753,Archaea,Thaumarchaeota,Marine Group I,,,,JQ220653.1.915,c_Marine Group I
358,OTU358,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,,AB193901.1.1435,f_S25-593
1554,OTU1554,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,uncultured,DQ396014.1.1476,g_uncultured
827,OTU827,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ674037.1.1480,o_SAR324 clade(Marine group B)
582,OTU582,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Sva0996 marine group,,EU686588.13514.15011,f_Sva0996 marine group
1145,OTU1145,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Mesonia,DQ367409.1.1434,g_Mesonia
743,OTU743,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ673563.1.1480,o_SAR324 clade(Marine group B)
719,OTU719,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ672912.1.1480,o_SAR324 clade(Marine group B)
2703,OTU2703,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Gramella,GU291860.1.1385,g_Gramella
1361,OTU1361,Bacteria,Chloroflexi,SAR202 clade,,,,GQ337234.1.1475,c_SAR202 clade
797,OTU797,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,HQ673710.1.1445,f_Deep 1
832,OTU832,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ673107.1.1420,o_SAR324 clade(Marine group B)
1773,OTU1773,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Zunongwangia,DQ396290.1.1472,g_Zunongwangia
685,OTU685,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ672544.1.1260,o_SAR324 clade(Marine group B)
723,OTU723,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,HQ672469.1.1437,f_Deep 1
856,OTU856,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,HQ674197.1.1511,o_SAR324 clade(Marine group B)
974,OTU974,Archaea,Thaumarchaeota,Marine Group I,,,,FJ002876.1.1276,c_Marine Group I
661,OTU661,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,AM778450.1.1434,g_Microbacterium
1184,OTU1184,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,AF468351.1.1424,g_Paracoccus
1188,OTU1188,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),,,DQ396094.1.1483,o_SAR324 clade(Marine group B)
460,OTU460,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,AB193916.1.1438,f_Surface 1
1118,OTU1118,Bacteria,Chloroflexi,SAR202 clade,,,,JQ678410.1.1465,c_SAR202 clade
550,OTU550,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ672778.1.1523,f_SAR406 clade(Marine group A)
1212,OTU1212,Archaea,Thaumarchaeota,Marine Group I,,,,JQ221386.1.913,c_Marine Group I
546,OTU546,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,HQ673764.1.1437,f_Deep 1
2245,OTU2245,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marinoscillum,AY258118.1.1416,g_Marinoscillum
250,OTU250,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,EU802534.1.1442,g_uncultured
253,OTU253,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,EU802299.1.1228,o_SAR11 clade
272,OTU272,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,DQ009253.1.1978,f_Surface 1
2516,OTU2516,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,AM944022.1.1520,g_Pseudoalteromonas
2026,OTU2026,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,GU361122.1.1487,g_Halomonas
1381,OTU1381,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Cobetia,AM180749.1.1518,g_Cobetia
1581,OTU1581,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Cobetia,AY188938.1.1501,g_Cobetia
1567,OTU1567,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,AY726966.1.1272,g_Pseudoalteromonas
1505,OTU1505,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,EF151229.1.1453,g_Pseudoalteromonas
3256,OTU3256,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,AY723742.1.1419,g_Pseudoalteromonas
1737,OTU1737,Bacteria,Cyanobacteria,ML635J-21,,,,FJ155017.1.1491,c_ML635J-21
2004,OTU2004,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,OCS155 marine group,,GU061848.1.1488,f_OCS155 marine group
2283,OTU2283,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Cobetia,FJ457286.1.1379,g_Cobetia
578,OTU578,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,AY664277.1.1248,g_Pseudoalteromonas
2521,OTU2521,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,FJ497422.1.1440,g_Pseudoalteromonas
377,OTU377,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 2,,EU802911.1.1434,f_Surface 2
2227,OTU2227,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Cobetia,GU584161.1.1499,g_Cobetia
2217,OTU2217,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,EF199931.1.1473,g_Pseudoalteromonas
1921,OTU1921,Bacteria,Chloroflexi,JG30-KF-CM66,,,,GQ346947.1.1325,c_JG30-KF-CM66
404,OTU404,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,,EU805172.1.1447,f_Surface 1
1246,OTU1246,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,AEGEAN-169 marine group,HQ673742.1.1447,g_AEGEAN-169 marine group
861,OTU861,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,,,U75254.1.1466,o_SAR11 clade
2187,OTU2187,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,FJ494890.1.1458,g_Pseudoalteromonas
1312,OTU1312,Bacteria,Gemmatimonadetes,Gemmatimonadetes,BD2-11 terrestrial group,,,HQ673034.1.1523,o_BD2-11 terrestrial group
1018,OTU1018,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,MNG7,,HQ672389.1.1475,f_MNG7
1304,OTU1304,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Sva0996 marine group,,HQ674189.1.1476,f_Sva0996 marine group
1420,OTU1420,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,uncultured,HQ673550.1.1502,g_uncultured
1931,OTU1931,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,JQ800676.1.1461,g_Erythrobacter
2705,OTU2705,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,JQ661177.1.2718,g_Erythrobacter
1167,OTU1167,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,uncultured,DQ396156.1.1469,g_uncultured
1248,OTU1248,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,uncultured,,HQ672275.1.1501,f_uncultured
331,OTU331,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Deep 1,,HQ673941.1.1251,f_Deep 1
911,OTU911,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,SAR406 clade(Marine group A),,HQ672972.1.1520,f_SAR406 clade(Marine group A)
